Species,BY4741,BY4741,elo1,elo2,elo3,elo1,elo2,elo3
DAG 18:1-18:1,0.020565862278503,0.018071233835438,0.009783709091725,0.190395203002565,0.006436749437304,0.032918977380352,0.086251841711986,0.012969363599974
DAG 18:0-18:1,0.153175184088252,0.236881890469673,0.121043601021104,0.476172944349843,0.052348584229011,0.331735796117048,0.502307620726747,0.013492002827867
LPA 10:0,0,0,0,0,0,0,0,0
LPA 12:0,0,0,0,0,0,0,0,0
LPA 14:1,0,0,0,0,0,0,0,0
LPA 14:0,0,0,0,0,0,0.004148268420803,0,0
LPA 16:2,0,0,0,0,0,0,0,0
LPA 16:1,0.250176082298489,0.199790625839146,0.220295486663314,0.226679714377553,0.216424853678305,0.156108523762043,0.234235037749615,0.279715151722435
LPA 16:0,0.049904399868074,0.081256605868819,0.064800959630943,0.001470527744102,0,0.057459329723559,0.021624784859096,0.013808087523641
LPA 18:2,0,0,0,0,0,0,0,0
LPA 18:1,0.078306111633753,0.171416269370828,0.101359982657802,0.154032446144031,0.019689740693307,0.122715929283961,0.166695048032055,0.089449186111001
LPA 18:0,0,0,0,0,0,0,0,0
LPA 22:0,0,0,0,0,0,0,0,0
LPA 24:0,0,0,0,0,0,0,0,0
LPA 26:0,0,0,0,0,0,0,0,0
PA 12:0-16:1,0.220658078595743,0.055204453548324,0.136594075531797,0.098683488576046,0.294632030540449,0.05753748017296,0.037831181431231,0.124936814960753
PA 12:0-16:0,0.112607751987315,0.116392991322956,0.080307502760455,0.036238283456495,0.056645037452846,0.132102761040351,0.038550213754336,0.111008319744307
PA 14:1-16:0,0.053741004529221,0.009852149556136,0.098635236122499,0.01955186906221,0.060106750083951,0.074958722721582,0,0.031192255435293
PA 14:0-16:1,0.234228647589391,0.075649126765778,0.305694523931202,0.061427940499189,0.197098287600231,0.265533474065231,0.043108598235705,0.169976551916298
PA 16:1-16:1,2.41277743565063,1.27042434855876,1.97965832888706,1.82006356701969,3.06131240947685,1.08211466541152,1.56583988752988,3.13776614125895
PA 16:0-16:1,1.15893587449958,1.21826681777807,0.838912640230409,0.311524028199707,0.465687224375687,0.889481440435034,0.514820662412998,0.923961541539549
PA 16:0-16:0,0.004270966754471,0.152953750671481,0,0.004073360519801,0,0.119991334176293,0.025281729614164,0.080581246191118
PA 16:1-18:1,3.03796832500421,3.07920578615463,3.02145825495449,3.89256229625313,3.23464969762596,3.23625158891637,4.29850160024426,4.49567548278793
PA 16:0-18:1,0.756321356122095,1.09976775220959,0.781536805276335,0.382004376612055,0.183960077324617,0.990011032886393,0.650206196916288,0.415390086509414
PA 18:0-16:1,0.092831062828344,0.080781286363028,0.031750880486242,0.053874335459507,0.045720814509126,0.098511958177459,0.052730713066192,0.064474974707741
PA 18:1-18:1,0.200605334362011,0.28895622994927,0.187425040721595,0.368975787489391,0.15208668979522,0.313897247299208,0.284422894109819,0.233359511744758
PA 18:0-18:1,0.056550392753353,0.10840833930529,0.083262767678605,0.079573313339819,0.018899630841138,0.046994198499575,0.051663378611047,0.029650332687008
LPS 10:0,0,0,0,0,0,0,0,0
LPS 12:0,0,0,0,0,0,0,0,0
LPS 14:1,0,0,0,0,0,0,0,0
LPS 14:0,0,0,0,0,0,0,0,0
LPS 16:1,0,0,0,0,0,0,0,0
LPS 16:0,0,0,0.019385885560322,0,0,0,0,0
LPS 18:1,0,0.007662619870015,0,0,0,0,0.009328061484012,0.002666004452328
LPS 18:0,0,0,0,0,0,0,0,0
PS 12:0-16:1,0.029534410908493,0.01384779845292,0.03318628807294,0.011495270700427,0.044052082797191,0.027900851954364,0.012558753350182,0.052945701251242
PS 12:0-16:0,0.005085704647349,0.005168117524298,0.008980401989272,0,0,0,0,0
PS 14:1-16:0,0,0,0,0,0,0.007341858747403,0,0
PS 14:0-16:1,0,0.008455498317053,0.044874974985316,0,0.009891148969116,0.059968199933865,0.006622985158386,0.029371651171732
PS 16:1-16:1,0.402019071469036,0.546618823290004,0.286535762297577,0.295461048368089,0.545059166599208,0.43891541646282,0.63868324557063,0.778370175085209
PS 16:0-16:1,0.245751549597164,0.316941508753375,0.279550682088514,0.039850305193733,0.044518445337265,0.227117625838971,0.123209367949815,0.100839392076561
PS 16:0-16:0,0.004641960314596,0.021281767133476,0.004062207805581,0,0,0.01355287003336,0,0.00705571368716
PS 16:1-18:1,0.843976915925052,1.61747428035964,0.835070414585619,1.21226284653239,0.826804892349132,1.84641259684065,2.54838346125745,1.37440765574516
PS 16:0-18:1,0.251187379066244,0.381225328996433,0.414263495658562,0.059423275592148,0.02076140250922,0.348854346601381,0.185464263015125,0.055578629950903
PS 18:0-16:1,0,0,0,0,0,0,0,0
PS 18:1-18:1,0.013993045462099,0.013881955988683,0.013086200780862,0.021578369684793,0.007113387281491,0.019816016323801,0.025590449270913,0.011474727231061
PS 18:0-18:1,0.005563775729032,0,0,0,0,0,0.008803499333791,0
LPE 10:0,0,0,0,0,0,0,0,0
LPE 12:0,0,0,0,0,0,0,0,0
LPE 14:1,0,0,0,0,0,0,0,0
LPE 14:0,0.003123185488907,0,0,0,0,0,0,0
LPE 16:1,0.681824303847803,0.146153529670039,0.171932121005247,0.294121621351079,0.547109842235503,0.08055733636539,0.149813018028463,0.296709772001487
LPE 16:0,0.010770418476247,0,0.106980423681291,0,0,0.002894406328265,0,0
LPE 18:1,0.544124378883392,0.265543292994673,0.194849616583796,0.477810599432577,0.308180376978408,0.12297995812747,0.352562553734286,0.312692899789448
LPE 18:0,0,0,0,0,0,0,0.005043802610421,0.001293293095409
LPE 22:0,0,0,0,0,0,0,0,0
LPE 24:0,0,0,0,0,0,0,0,0
LPE 26:0,0,0,0,0,0,0,0,0
PE 12:0-16:1,0.54540877819122,0.063034819714044,0.325248914535795,0.164656567551559,0.52301104819947,0.144500964715046,0.052986307856948,0.07651511249951
PE 12:0-16:0,0.050031315406872,0,0.037768999378995,0,0,0,0,0
PE 14:1-16:0,0.046440558943967,0,0.089301167512976,0,0,0,0,0
PE 14:0-16:1,0.285126470474159,0,0.354552535986028,0.032405326086439,0.162793971086852,0.364679033953107,0.037457359832999,0.053138519597406
PE 16:1-16:1,6.6147162151716,2.73845586098935,4.08541281376949,3.7185835502065,7.69782564224877,2.66317165134553,2.82081141542237,4.8333723478453
PE 16:0-16:1,0.726105815799773,0.551637358887886,0.581857262298871,0,0.085104966224994,0.467249644066206,0.392761428516975,0.083002461857737
PE 16:0-16:0,0,0,0,0,0,0.011735992295063,0,0
PE 16:1-18:1,5.78244271353849,3.46598124592434,4.24722605974212,6.23273417803517,5.42625143189304,4.46792658508444,5.48527723505795,4.05301687828342
PE 16:0-18:1,0.434524834268465,0.284171945610515,0.372720007305358,0.067796589812532,0,0.308171109558917,0.303466267483794,0.098034729189477
PE 18:0-16:1,0,0,0,0,0,0,0,0
PE 18:1-18:1,0.36206687413551,0.192726561857984,0.379637203904146,0.8236613468311,0.353250522379549,0.319059939911458,0.831622506739041,0.254836945157918
PE 18:0-18:1,0,0,0,0,0,0.044444087925872,0.063948412614352,0
LPC 10:0,0,0,0,0,0,0,0,0
LPC 12:0,0,0,0,0,0,0,0,0
LPC 14:1,0,0,0,0,0,0,0,0
LPC 14:0,0.002051553193459,0,0.001307709059899,0,0,0.034523891691198,0,0.003574311891651
LPC 16:1,1.02161929884593,0.606594270484244,0.332264877352291,0.824772135121733,0.725391475537622,0.410341261595421,0.453341856851734,0.768140113433727
LPC 16:0,0.038718849998114,0.141774060171247,0.073217418903408,0.001970693014355,0,0.06986465782334,0.086879772279838,0.050828761482594
LPC 18:1,0.491204935166614,0.535492705870238,0.244760332835589,0.767255870591706,0.180023596757478,0.420391426273565,0.50011521147155,0.275708039506686
LPC 18:0,0,0.005330109726784,0.040227535979574,0,0,0.002277032214265,0,0
PC 10:0-16:1,0.214857225119229,0.128700232974032,0.110562235718023,0.143878681199233,0.216461672235793,0.124007421702218,0.067779025124126,0.115752722578209
PC 10:0-16:0,0.038250045797571,0.083306328120615,0.039136097670455,0.009454889889809,0.018005251787853,0.092029789731331,0.055379774439068,0.057653943091087
PC 12:0-16:1,0.377328879532962,0.316066245524167,0.272884316609399,0.190439198469003,0.51031779245025,0.366713853213134,0.144272287122555,0.300335607094309
PC 12:0-16:0,0.070875849801286,0.229776456328205,0.082303595030094,0.039111239080904,0.056394545985609,0.271117484432035,0.111872513047022,0.199804042198987
PC 14:1-16:1,0.26971802626056,0.034713684923794,0.395381555891904,0.168850749519318,0.745227091446085,0.255911895264427,0.028824562845167,0.164443231945956
PC 14:0-16:1,0.495878542388174,0.394895149860753,0.749429337323691,0.223201972049182,0.551643604594475,1.54349089257822,0.265872461852023,0.704725643522442
PC 14:0-16:0,0.029285719352888,0.131162420840841,0.050766893405492,0.026436688953595,0.025451907536494,0.291312717733075,0.063612957889352,0.158793201222761
PC 16:1-16:1,5.72114563092333,4.06420064401401,3.86685332696998,4.65821211382663,6.61394742866778,3.65482322744886,2.4950929673529,4.90347317098559
PC 16:0-16:1,1.41917609229203,3.22403976533481,1.51157638565465,0.598511175662385,0.6760888985746,2.80181830495277,2.48199724380004,3.07437648076271
PC 16:0-16:0,0.043238939640301,0.069793877973027,0.034123459982619,0.030336357563638,0.023239753151945,0.094272304988163,0.051087879178787,0.050764027743174
PC 16:1-18:1,4.63293660443739,5.45889190308129,3.63916757689607,6.466194640742,4.41251016062284,5.90782722201812,4.08197000975786,3.82506294749019
PC 16:0-18:1,0.533406121800472,2.39600033501954,0.761070080151566,0.304246316713521,0.112035309901721,2.12727842231123,1.88512511866308,1.12482516984767
PC 16:0-18:0,0,0,0,0.011334768538437,0.012111182181519,0,0,0
PC 18:1-18:1,0.322940698592151,0.574495904831128,0.302496344125906,0.92961737975433,0.261364735434523,0.663582101178256,0.627182388028228,0.296416176499583
PC 18:0-18:1,0.057269419939421,0.50057307483294,0.124339756330972,0.019505545986543,0.020044539063079,0.563813402680147,0.356015156244434,0.171660775174368
PC 18:0-18:0,0.034270877701056,0.037879659331526,0.029201167597853,0.009436047870456,0.024049835237103,0.031644034013752,0.019483557792242,0.033788355700582
LPI 12:0,0.003848366835579,0,0,0.000950061085016,0.018740602243596,0,0.000437681369875,0.018315468848828
LPI 14:1,0.000397332070851,0,0,0,0.02649452407188,0,0,0.004453148020192
LPI 14:0,0,0,0,0,0.004029819050853,0.003671514056195,0,0.003588527019884
LPI 16:1,0.156940249256545,0.15081086668623,0.010629857422687,0.110483009109313,0.239999952693714,0.08977263876887,0.092921351173302,0.456007515023935
LPI 16:0,0.077375383774183,0.120039223049803,0.412776718431423,0.183741267902058,0.162780450925012,0.09279541707802,0.175312569938161,0.225436867817341
LPI 18:1,0.119618646257416,0.227257512161407,0.015913482155541,0.214561295415508,0.141782852057553,0.163987467151337,0.199651583431468,0.313463070180792
LPI 18:0,0.022072433600593,0.036607981869976,0.48076217514773,0.270020879339266,0.115693978579802,0.034312726398331,0.15880708589751,0.093414175123869
LPI 22:0,0,0,0,0,0.074952428997974,0,0,0.043091867741076
LPI 24:0,0,0,0,0,0,0,0,0
LPI 26:0,0,0,0,0,0,0,0,0
PI 10:0-16:1,0.101383664290902,0,0.054024793087788,0.061099102084379,0.19292197906085,0.012695168473967,0,0
PI 10:0-16:0,0.908379985619218,0.463410002511067,0.410852864981594,0.519157341350793,0.977093310492223,0.265433698938966,0.385816398560221,0.406079022591815
PI 12:0-14:0,0.10197848599648,0,0.11806772760677,0.062635414887612,0.238505970574117,0.062174656881072,0,0.048549827794144
PI 12:0-16:1,0.236774691307594,0.067012386319356,0.148960594579953,0.138722077074018,0.554991053591359,0.064086021453462,0.042458770031143,0.147080919649474
PI 14:0-14:1,0.026584205525775,0,0.08368255526159,0.018909618172322,0.126522361665184,0.042393931949333,0,0
PI 14:0-14:0,0.022705587186956,0,0.054042451735583,0.015543791258017,0.020477593047359,0.109369582947219,0,0.031925628575048
PI 12:0-16:0,1.6092033419404,0.896941730649827,1.24431926148998,1.1426668810994,1.72893483265745,0.823492552037243,0.857750142534166,1.37125207431182
PI 10:0-18:0,0.226036343299155,0.091546225520388,0.127701844223383,0.255234421826014,0.240662237769346,0.064031781661053,0.137012283403056,0.085930064330121
PI 14:1-16:1,0.064792086190817,0,0.052460492555275,0.044907287439123,0.246964646866722,0.062574927936974,0,0.056905171859311
PI 14:1-16:0,0.52543324305131,0.087919758469323,0.631395587033365,0.372621749573701,1.33994913599722,0.642881990795729,0.098727287748387,0.402630491664358
PI 14:0-16:1,0.471595579799897,0.146472749934485,0.440508780544045,0.287514827485195,1.03751109700986,0.583273344183641,0.110201105791366,0.382945074509399
PI 12:0-18:0,0.320871433077762,0.183208017635108,0.414768687226289,0.445739081198232,0.37329106268253,0.214497092425916,0.317961294250825,0.292337247871176
PI 14:0-16:0,0.210523388482088,0.395216412734004,0.306691879648006,0.107599540094036,0.126559166510366,1.30756251871146,0.29502085469695,0.692268567130398
PI 16:1-16:1,1.14007664233183,1.09837930410872,0.723067903785745,0.813195681701996,1.8171511491107,0.879149172892729,0.597790627245913,1.23186839928651
PI 16:0-16:1,5.86709399666127,8.73305427529184,3.96116475497585,5.71399926311991,7.5389922966389,6.17712589695114,6.72685530104354,9.09600068809508
PI 14:0-18:1,0.262911435100227,0.122708132484381,0.358180475645881,0.43060511376947,0.512451670993993,0.89748525299216,0.174300639801293,0.233178391276616
PI 14:1-18:0,0.120469777378386,0.009853880416827,0.204299141547563,0.176069534291198,0.337109033172659,0.176497314158399,0.046506661242642,0.098980372444335
PI 16:0-16:0,0.078407272041435,0.550081770915176,0.105148132365066,0.079125428333511,0.094811136738357,0.343007767260204,0.309272734154911,0.410878426725261
PI 16:1-18:1,0.828030201586601,1.45718686624337,0.672070187553408,1.39041043990904,1.35176957483639,1.60373433676174,0.970888849851569,0.947688314158098
PI 16:0-18:1,4.00308661516309,10.7892178595306,3.77410010941962,8.26371063733219,4.39934227015258,9.85989967929881,10.7295970066893,6.29805240831478
PI 18:0-16:1,2.05157858724109,2.60486438754426,1.6867616881834,3.6185591177887,2.52860208771368,2.32483304601623,3.52536508636782,2.71027130316728
PI 18:1-18:1,0.074619458890962,0.132551740200736,0.08459917785076,0.361012311895662,0.143484262562363,0.167823774987666,0.192378033070416,0.122354099548964
PI 18:0-18:1,0.994033202205316,2.40324597567021,1.09178762174438,4.11241967381526,1.02327617938476,2.8033469107128,4.09481851999194,1.26942426480842
PG 16:1-16:1,0.022541332732557,0.021962825961645,0.027926422305576,0.014005583514828,0.018809853432203,0.027247538674764,0.020079848572203,0.025096388583956
PG 16:0-16:1,0.020065463730047,0.010853808345312,0.020810533533604,0,0.00599999353229,0.015354729143792,0.007056062661241,0.012475580365871
PG 16:1-18:1,0.013953236738352,0,0.024080588114566,0.006510099463488,0,0,0.008385615153379,0
PG 16:0-18:1,0,0.008839825955232,0.015608096423039,0.020435818058509,0.00630259680282,0.00722090000075,0.02461603926111,0.012759910501533
PG 18:1-18:1,0,0,0,0.002330451872625,0,0,0.002792408668438,0
PG 18:0-18:1,0,0,0.005218182371898,0,0,0,0,0
CL 16:1-16:1-16:1-16:1,0.119146745006649,0.094299071896796,0.087387306174139,0.025413126762083,0.188035017476304,0.107049012962069,0,0.188065443641079
CL 16:0-16:1-16:1-16:1,0,0,0,0.031870719141337,0,0,0.008600201005572,0
CL 16:0-16:0-16:1-16:1,0,0,0.006698155782657,0,0,0,0.009874455284098,0.003401850981063
CL 16:1-16:1-16:1-18:1,0.251588870315884,0.400806226601868,0,0.103746707945962,0.284913694320905,0.374390389485869,0.102770014607125,0.352735687388991
CL 16:0-16:1-16:1-18:1,0,0,0,0,0,0,0,0
CL 16:0-16:0-16:1-18:1,0.157856056776189,0.086177394909386,0.075176389484887,0.121639911278222,0.130732976543274,0.071852575282166,0.0871416900943,0.071285967704513
CL 16:1-16:1-18:1-18:1,0.174494117013456,0.543453404369256,0.153311525879428,0.182319924969997,0.161544201435096,0.532009568424582,0.306937599180201,0.211796886845479
CL 16:0-16:1-18:1-18:1,0,0,0,0,0,0,0,0
CL 16:0-16:1-18:0-18:1,0.022450728587011,0.010866142520464,0.017070766141443,0.068182798713297,0.004381922704445,0.00971161933556,0.036160180913135,0.002371517543572
CL 16:1-18:1-18:1-18:1,0.068701338966942,0.337993179671259,0.059965418499241,0.146793852336036,0.036014612940102,0.407196476400314,0.27740188978401,0.076191245072098
CL 16:0-18:1-18:1-18:1,0,0,0,0,0,0,0,0
CL 16:0-18:0-18:1-18:1,0.153432902530956,0.129679810657008,0.085584419432347,0.190765647972473,0.109969182717434,0.123144903979763,0.158285114527718,0.06915081116802
CL 18:1-18:1-18:1-18:1,0.00225464109911,0.039830797012056,0.001911639247279,0.022149119724055,0,0.106341886071957,0.061197285944755,0.001230391195349
CL 18:0-18:1-18:1-18:1,0.002806311049122,0.001843391588381,0,0.004972867495118,0.000608041622221,0,0.008692876059407,0
LCB 16:0;2,0,0,0,0,0,0,0,0
LCB 16:0;3,0,0,0,0,0.051382687561887,0,0,0
LCB 18:0;2,0,0,0,0,0,0,0,0
LCB 18:0;3,0.063094884323851,0.004453456984479,0,3.8245327467336,4.87147134956797,0,1.3409847715782,1.92886269187769
LCB 20:0;2,0,0,0,0,0,0,0,0
LCB 20:0;3,0,0,0,0.008414291964729,0,0,0.51039569908407,0.469675551143562
LCBP 16:0;2,0,0,0,0,0,0,0,0
LCBP 16:0;3,0,0,0,0,0,0,0,0
LCBP 18:0;2,0,0,0,0,0,0,0,0
LCBP 18:0;3,0,0,0,0.433098498109986,0.288934205264538,0,0,0
LCBP 20:0;2,0,0,0,0,0,0,0,0
LCBP 20:0;3,0,0,0,0,0,0,0,0
Cer 18:0;3/16:0;0,0,0,0,0.031098346931376,0.016008095879897,0,0.008400160972481,0
Cer 18:0;3/16:0;1,0,0,0,0,0,0,0,0
Cer 18:0;3/18:0;1,0,0,0,0.004537372945355,0,0,0.005164348978504,0
Cer 18:0;3/20:0;0,0,0,0,0,0,0,0,0
Cer 18:0;3/20:0;1,0,0,0,0,0.009381111743648,0,0,0
Cer 18:0;3/22:0;0,0,0,0,0,0.022244053519612,0,0,0.040777203170364
Cer 18:0;2/24:0;0,0,0,0,0,0,0,0,0
Cer 18:0;3/22:0;1,0,0,0,0,0.078101114324088,0,0,0.108509095495821
Cer 18:0;3/24:0;0,0,0,0,0,0,0,0,0
Cer 18:0;2/26:0;0,0,0,0,0,0,0,0,0
