Species,BY4741,BY4741,elo1,elo2,elo3,elo1,elo2,elo3
Cer 18:0;3/24:0;1,0,0.005233229440692,0.013824222244704,0.041194575270361,0.029432581881824,0,0.013064409851311,0.00790215247314
Cer 18:0;3/26:0;0,0,0.010312487209285,0,0,0,0.004988375468106,0,0
Cer 20:0;3/24:0;1,0,0,0,0,0,0,0,0
Cer 18:0;3/24:0;2,0,0,0,0,0,0,0,0
Cer 20:0;2/26:0;0,0,0,0,0,0,0,0,0
Cer 18:0;3/26:0;1,0.06934064466811,0.143949867120215,0.174514348042444,0.014777763683303,0,0.148502666261339,0.06906531928274,0
Cer 20:0;3/24:0;1,0,0,0,0,0,0,0,0
Cer 20:0;3/26:0;0,0,0,0,0,0,0,0,0
Cer 18:0;3/26:0;2,0,0,0,0,0,0,0,0
Cer 20:0;3/26:0;1,0,0.022603605986684,0.023015653107136,0,0,0.032173668845598,0,0
Cer 20:0;3/26:0;2,0,0,0,0,0,0,0,0
LIPC 18:0;3,0,0,0,0.016387948917571,0.028410783675636,0,0.001696114368122,0.003478901074055
IPC 18:0;2/16:0;0,0,0,0,0,0,0,0,0
IPC 18:0;3/16:0;0,0,0,0,0.544068777041205,0.268308970581323,0,0.24088002844764,0.247572355836532
IPC 18:0;3/16:0;1,0,0,0,0.07120350473781,0.037120576116181,0,0.079617442996803,0.062647027283406
IPC 18:0;3/16:0;2,0,0,0,0,0,0,0,0
IPC 18:0;2/18:0;0,0,0,0,0,0,0,0,0
IPC 18:0;3/18:0;0,0,0,0,0.415977701086322,0.06806942454221,0,0.381782274954144,0.266651267490575
IPC 18:0;3/18:0;1,0,0,0,0.262899931241706,0.038804116524831,0,0.235600240575451,0.092748761647363
IPC 18:0;3/18:0;2,0,0,0,0,0,0,0,0
IPC 18:0;2/20:0;0,0,0,0,0,0,0.000611202483341,0,0
IPC 18:0;3/20:0;0,0,0,0,0.016852758695009,0.285318229953935,0,0.169607052293347,0.273194158455436
IPC 18:0;3/20:0;1,0,0,0,0.01540129733248,0.344976882914328,0,0.159651439000684,0.459495061055066
IPC 18:0;3/20:0;2,0,0,0,0,0,0,0,0
IPC 18:0;2/22:0;0,0,0,0,0,0,0,0,0
IPC 18:0;3/22:0;0,0,0,0,0.000935914787359,2.0850594868401,0,0,1.15888355519528
IPC 18:0;3/22:0;1,0,0,0,0,4.1767788982316,0,0.011975482213363,3.76277797572582
IPC 18:0;3/22:0;2,0,0,0,0,0.029972785220853,0,0,0.046137129773736
IPC 18:0;3/24:0;0,0,0,0.00422073569056,0.092874934993296,0.132475689022746,0,0.06624003141161,0.907387401470589
IPC 18:0;3/24:0;1,0.092619266363397,0.052124100387179,0.268591307858996,0.237742142300921,0.330489751464718,0.041382398386415,0.323954617023297,2.38694924691149
IPC 18:0;3/24:0;2,0,0,0,0,0.007773438946527,0,0.017104500330083,0.035265487906119
IPC 18:0;3/26:0;0,0.047470617577389,0.092333412168661,0.144405368912591,0.09830873889335,0.005288437061053,0.08390424679277,0.169894480650156,0
IPC 20:0;3/24:0;0,0,0,0,0,0,0,0,0.027368380375063
IPC 18:0;3/26:0;1,0.633847672267385,1.11696705270822,2.28180260851977,0.291509744061843,0,0.981226649748863,1.03722548720867,0
IPC 20:0;3/24:0;1,0,0,0,0,0,0,0,0.125818552487392
IPC 18:0;3/26:0;2,0.087407398459526,0.432930666563853,0.296976716887807,0.033916965076004,0,0.430904735971228,0.127650357881975,0
IPC 20:0;3/26:0;0,0,0.044015851783693,0.020925863802154,0,0,0.044461170039631,0.017612737206055,0
IPC 20:0;3/26:0;1,0.0039427759702,0.386289809389334,0.306642072734781,0,0,0.465208919527807,0.128817137200111,0
IPC 20:0;3/26:0;2,0,0.010690365015288,0,0,0,0.005647747461963,0,0
MIPC 18:0;2/16:0;0,0,0,0,0,0,0,0,0
MIPC 18:0;3/16:0;0,0,0,0,0,0,0,0,0
MIPC 18:0;3/16:0;1,0,0,0,0,0,0,0,0
MIPC 18:0;3/16:0;2,0,0,0,0,0,0,0,0
MIPC 18:0;2/18:0;0,0,0,0,0,0,0,0,0
MIPC 18:0;3/18:0;0,0,0,0,0,0,0,0,0
MIPC 18:0;3/18:0;1,0,0,0,0,0,0,0,0
MIPC 18:0;3/18:0;2,0,0,0,0,0,0,0,0
MIPC 18:0;2/20:0;0,0,0,0,0,0,0,0,0
MIPC 18:0;3/20:0;0,0,0,0,0,0,0,0,0
MIPC 18:0;3/20:0;1,0,0,0,0,0,0,0,0
MIPC 18:0;3/20:0;2,0,0,0,0,0,0,0,0
MIPC 18:0;2/22:0;0,0,0,0,0,0,0,0,0
MIPC 18:0;3/22:0;0,0,0,0,0,0,0,0,0
MIPC 18:0;3/22:0;1,0,0,0,0,0.091245067598767,0,0,0.121998397214114
MIPC 18:0;3/22:0;2,0,0,0,0,0,0,0.001728872222918,0
MIPC 18:0;3/24:0;0,0,0,0.002084792146132,0,0,0,0,0
MIPC 18:0;3/24:0;1,0.006053205317204,0,0,0,0.035219262127761,0,0.030127323381983,0.100603064231064
MIPC 18:0;3/24:0;2,0,0,0,0,0,0,0,0
MIPC 18:0;3/26:0;0,0.075070008202952,0.032244177894975,0.053299367278175,0.003045991923096,0,0.034174757334522,0.102965810512107,0
MIPC 20:0;3/24:0;0,0,0,0,0,0,0,0,0
MIPC 18:0;3/26:0;1,1.54545924678305,1.03564645855917,2.10919404791602,0.09501702139093,0,1.00643787102245,1.09503190514637,0
MIPC 20:0;3/24:0;1,0,0,0,0,0,0,0,0
MIPC 18:0;3/26:0;2,0,0.138730964369207,0,0,0,0.149747767336489,0,0
MIPC 20:0;3/26:0;0,0,0.002607170151269,0,0,0,0.008924048542511,0.019565216037787,0
MIPC 20:0;3/26:0;1,0,0.527955786049416,0.177224243254454,0,0,0.682380362362822,0.335869391098612,0
MIPC 20:0;3/26:0;2,0,0,0,0,0,0,0,0
M(IP)2C 18:0;2/16:0;0,0,0,0,0,0,0,0,0
M(IP)2C 18:0;3/16:0;0,0,0,0,0,0,0,0,0
M(IP)2C 18:0;3/16:0;1,0,0,0,0,0,0,0.000750839926132,0
M(IP)2C 18:0;3/16:0;2,0,0,0,0,0,0,0,0
M(IP)2C 18:0;2/18:0;0,0,0,0,0,0,0,0,0
M(IP)2C 18:0;3/18:0;0,0,0,0,0,0,0,0,0
M(IP)2C 18:0;3/18:0;1,0,0,0,0,0,0,0.000865051145895,0
M(IP)2C 18:0;3/18:0;2,0,0,0,0,0,0,0,0
M(IP)2C 18:0;2/20:0;0,0,0,0,0,0,0,0,0.000970885273261
M(IP)2C 18:0;3/20:0;0,0,0,0,0,0.031981771685703,0,0,0.010038907916429
M(IP)2C 18:0;3/20:0;1,0,0,0,0,0.040442361341851,0,0,0.043746432914038
M(IP)2C 18:0;3/20:0;2,0,0,0,0,0,0,0,0
M(IP)2C 18:0;2/22:0;0,0,0,0,0,0.001960090637659,0,0,0.009703261041809
M(IP)2C 18:0;3/22:0;0,0,0,0,0,0.300673609573071,0,0,0.1791236699368
M(IP)2C 18:0;3/22:0;1,0,0,0,0,0.654793285500398,0,0,0.583173178555952
M(IP)2C 18:0;3/22:0;2,0,0,0,0,0,0,0,0
M(IP)2C 18:0;3/24:0;0,0.00356641593909,0,0.03882145551027,0.075038260664432,0.218837751512758,0,0.002716153364143,0.317473632196076
M(IP)2C 18:0;3/24:0;1,0.065628085006654,0.002159942742628,0.13343457509672,0.223623486328645,0.766283835648757,0.003591692607142,0.116341318554552,1.04686184221701
M(IP)2C 18:0;3/24:0;2,0,0,0,0,0,0,0,0
M(IP)2C 18:0;3/26:0;0,0.582566600434258,0.331180034114219,1.14169781814575,1.43400133492528,0,0.266712328825143,0.546911377731035,0
M(IP)2C 20:0;3/24:0;0,0,0,0,0,0.002115734987379,0,0,0.079311396360352
M(IP)2C 18:0;3/26:0;1,8.89284694418549,4.39582838122006,16.6662510996414,5.25555409100103,0,3.73586253505246,4.12669081856293,0
M(IP)2C 20:0;3/24:0;1,0,0,0,0,0.035538982206727,0,0,0.485612506072718
M(IP)2C 18:0;3/26:0;2,0.048040141912709,0.12925999879475,0.103046614784188,0.013732091041055,0,0.112574002650357,0.033588490038454,0
M(IP)2C 20:0;3/26:0;0,0.011098123508864,0.313731744441686,0.0624781840927,0.051283507207968,0,0.309037442921829,0.390095070288066,0
M(IP)2C 20:0;3/26:0;1,0.168074493867352,3.00994337530387,0.633110240032389,0.129623023387938,0,3.26102730310264,1.75835988324656,0
M(IP)2C 20:0;3/26:0;2,0,0.004668881503611,0,0,0,0.006979687005316,0,0
Ergosterol,11.9789798777971,13.1795662908446,12.6392838340582,10.9059426902787,9.07391088441639,12.7982777830606,13.7524224198489,12.2731128416875
Ergostadienol,2.3551723192017,0,1.08548911439304,0,1.68582411429764,0,0,0
