DG(12:0_22:1)	5	Undefined lipid class 12:0_22:1	UNDEFINED_CATEGORY	Undefined lipid class 34:1
DG(12:0_22:2)	5	Undefined lipid class 12:0_22:2	UNDEFINED_CATEGORY	Undefined lipid class 34:2
DG(12:0_22:3)	5	Undefined lipid class 12:0_22:3	UNDEFINED_CATEGORY	Undefined lipid class 34:3
DG(12:0_22:4)	5	Undefined lipid class 12:0_22:4	UNDEFINED_CATEGORY	Undefined lipid class 34:4
DG(12:0_22:5)	5	Undefined lipid class 12:0_22:5	UNDEFINED_CATEGORY	Undefined lipid class 34:5
DG(12:0_22:6)	5	Undefined lipid class 12:0_22:6	UNDEFINED_CATEGORY	Undefined lipid class 34:6
DG(12:0_24:0)	5	Undefined lipid class 12:0_24:0	UNDEFINED_CATEGORY	Undefined lipid class 36:0
DG(12:0_24:1)	5	Undefined lipid class 12:0_24:1	UNDEFINED_CATEGORY	Undefined lipid class 36:1
DG(12:0_24:4)	5	Undefined lipid class 12:0_24:4	UNDEFINED_CATEGORY	Undefined lipid class 36:4
DG(12:0_24:5)	5	Undefined lipid class 12:0_24:5	UNDEFINED_CATEGORY	Undefined lipid class 36:5
DG(12:0_24:6)	5	Undefined lipid class 12:0_24:6	UNDEFINED_CATEGORY	Undefined lipid class 36:6
DG(12:0_26:0)	5	Undefined lipid class 12:0_26:0	UNDEFINED_CATEGORY	Undefined lipid class 38:0
DG(12:0_26:1)	5	Undefined lipid class 12:0_26:1	UNDEFINED_CATEGORY	Undefined lipid class 38:1
DG(12:0_28:0)	5	Undefined lipid class 12:0_28:0	UNDEFINED_CATEGORY	Undefined lipid class 40:0
DG(12:0_30:0)	5	Undefined lipid class 12:0_30:0	UNDEFINED_CATEGORY	Undefined lipid class 42:0
DG(13:0_13:0)	5	Undefined lipid class 13:0_13:0	UNDEFINED_CATEGORY	Undefined lipid class 26:0
DG(13:0_14:0)	5	Undefined lipid class 13:0_14:0	UNDEFINED_CATEGORY	Undefined lipid class 27:0
DG(13:0_14:1)	5	Undefined lipid class 13:0_14:1	UNDEFINED_CATEGORY	Undefined lipid class 27:1
DG(13:0_15:0)	5	Undefined lipid class 13:0_15:0	UNDEFINED_CATEGORY	Undefined lipid class 28:0
DG(13:0_16:0)	5	Undefined lipid class 13:0_16:0	UNDEFINED_CATEGORY	Undefined lipid class 29:0
DG(13:0_16:1)	5	Undefined lipid class 13:0_16:1	UNDEFINED_CATEGORY	Undefined lipid class 29:1
DG(13:0_16:2)	5	Undefined lipid class 13:0_16:2	UNDEFINED_CATEGORY	Undefined lipid class 29:2
DG(13:0_17:0)	5	Undefined lipid class 13:0_17:0	UNDEFINED_CATEGORY	Undefined lipid class 30:0
DG(13:0_18:0)	5	Undefined lipid class 13:0_18:0	UNDEFINED_CATEGORY	Undefined lipid class 31:0
DG(13:0_18:1)	5	Undefined lipid class 13:0_18:1	UNDEFINED_CATEGORY	Undefined lipid class 31:1
DG(13:0_18:2)	5	Undefined lipid class 13:0_18:2	UNDEFINED_CATEGORY	Undefined lipid class 31:2
DG(13:0_18:3)	5	Undefined lipid class 13:0_18:3	UNDEFINED_CATEGORY	Undefined lipid class 31:3
DG(13:0_18:4)	5	Undefined lipid class 13:0_18:4	UNDEFINED_CATEGORY	Undefined lipid class 31:4
DG(13:0_19:0)	5	Undefined lipid class 13:0_19:0	UNDEFINED_CATEGORY	Undefined lipid class 32:0
DG(13:0_20:0)	5	Undefined lipid class 13:0_20:0	UNDEFINED_CATEGORY	Undefined lipid class 33:0
DG(13:0_20:1)	5	Undefined lipid class 13:0_20:1	UNDEFINED_CATEGORY	Undefined lipid class 33:1
DG(13:0_20:2)	5	Undefined lipid class 13:0_20:2	UNDEFINED_CATEGORY	Undefined lipid class 33:2
DG(13:0_20:3)	5	Undefined lipid class 13:0_20:3	UNDEFINED_CATEGORY	Undefined lipid class 33:3
DG(13:0_20:4)	5	Undefined lipid class 13:0_20:4	UNDEFINED_CATEGORY	Undefined lipid class 33:4
DG(13:0_20:5)	5	Undefined lipid class 13:0_20:5	UNDEFINED_CATEGORY	Undefined lipid class 33:5
DG(13:0_21:0)	5	Undefined lipid class 13:0_21:0	UNDEFINED_CATEGORY	Undefined lipid class 34:0
DG(13:0_22:0)	5	Undefined lipid class 13:0_22:0	UNDEFINED_CATEGORY	Undefined lipid class 35:0
DG(13:0_22:1)	5	Undefined lipid class 13:0_22:1	UNDEFINED_CATEGORY	Undefined lipid class 35:1
DG(13:0_22:2)	5	Undefined lipid class 13:0_22:2	UNDEFINED_CATEGORY	Undefined lipid class 35:2
DG(13:0_22:3)	5	Undefined lipid class 13:0_22:3	UNDEFINED_CATEGORY	Undefined lipid class 35:3
DG(13:0_22:4)	5	Undefined lipid class 13:0_22:4	UNDEFINED_CATEGORY	Undefined lipid class 35:4
DG(13:0_22:5)	5	Undefined lipid class 13:0_22:5	UNDEFINED_CATEGORY	Undefined lipid class 35:5
DG(13:0_22:6)	5	Undefined lipid class 13:0_22:6	UNDEFINED_CATEGORY	Undefined lipid class 35:6
DG(13:0_24:0)	5	Undefined lipid class 13:0_24:0	UNDEFINED_CATEGORY	Undefined lipid class 37:0
DG(13:0_24:1)	5	Undefined lipid class 13:0_24:1	UNDEFINED_CATEGORY	Undefined lipid class 37:1
DG(13:0_24:4)	5	Undefined lipid class 13:0_24:4	UNDEFINED_CATEGORY	Undefined lipid class 37:4
DG(13:0_24:5)	5	Undefined lipid class 13:0_24:5	UNDEFINED_CATEGORY	Undefined lipid class 37:5
DG(13:0_24:6)	5	Undefined lipid class 13:0_24:6	UNDEFINED_CATEGORY	Undefined lipid class 37:6
DG(13:0_26:0)	5	Undefined lipid class 13:0_26:0	UNDEFINED_CATEGORY	Undefined lipid class 39:0
DG(13:0_26:1)	5	Undefined lipid class 13:0_26:1	UNDEFINED_CATEGORY	Undefined lipid class 39:1
DG(13:0_28:0)	5	Undefined lipid class 13:0_28:0	UNDEFINED_CATEGORY	Undefined lipid class 41:0
DG(13:0_30:0)	5	Undefined lipid class 13:0_30:0	UNDEFINED_CATEGORY	Undefined lipid class 43:0
DG(14:0_14:0)	5	Undefined lipid class 14:0_14:0	UNDEFINED_CATEGORY	Undefined lipid class 28:0
DG(14:0_14:1)	5	Undefined lipid class 14:0_14:1	UNDEFINED_CATEGORY	Undefined lipid class 28:1
DG(14:0_15:0)	5	Undefined lipid class 14:0_15:0	UNDEFINED_CATEGORY	Undefined lipid class 29:0
DG(14:0_16:0)	5	Undefined lipid class 14:0_16:0	UNDEFINED_CATEGORY	Undefined lipid class 30:0
DG(14:0_16:1)	5	Undefined lipid class 14:0_16:1	UNDEFINED_CATEGORY	Undefined lipid class 30:1
DG(14:0_16:2)	5	Undefined lipid class 14:0_16:2	UNDEFINED_CATEGORY	Undefined lipid class 30:2
DG(14:0_17:0)	5	Undefined lipid class 14:0_17:0	UNDEFINED_CATEGORY	Undefined lipid class 31:0
DG(14:0_18:0)	5	Undefined lipid class 14:0_18:0	UNDEFINED_CATEGORY	Undefined lipid class 32:0
DG(14:0_18:1)	5	Undefined lipid class 14:0_18:1	UNDEFINED_CATEGORY	Undefined lipid class 32:1
DG(14:0_18:2)	5	Undefined lipid class 14:0_18:2	UNDEFINED_CATEGORY	Undefined lipid class 32:2
DG(14:0_18:3)	5	Undefined lipid class 14:0_18:3	UNDEFINED_CATEGORY	Undefined lipid class 32:3
DG(14:0_18:4)	5	Undefined lipid class 14:0_18:4	UNDEFINED_CATEGORY	Undefined lipid class 32:4
DG(14:0_19:0)	5	Undefined lipid class 14:0_19:0	UNDEFINED_CATEGORY	Undefined lipid class 33:0
DG(14:0_20:0)	5	Undefined lipid class 14:0_20:0	UNDEFINED_CATEGORY	Undefined lipid class 34:0
DG(14:0_20:1)	5	Undefined lipid class 14:0_20:1	UNDEFINED_CATEGORY	Undefined lipid class 34:1
DG(14:0_20:2)	5	Undefined lipid class 14:0_20:2	UNDEFINED_CATEGORY	Undefined lipid class 34:2
DG(14:0_20:3)	5	Undefined lipid class 14:0_20:3	UNDEFINED_CATEGORY	Undefined lipid class 34:3
DG(14:0_20:4)	5	Undefined lipid class 14:0_20:4	UNDEFINED_CATEGORY	Undefined lipid class 34:4
DG(14:0_20:5)	5	Undefined lipid class 14:0_20:5	UNDEFINED_CATEGORY	Undefined lipid class 34:5
DG(14:0_21:0)	5	Undefined lipid class 14:0_21:0	UNDEFINED_CATEGORY	Undefined lipid class 35:0
DG(14:0_22:0)	5	Undefined lipid class 14:0_22:0	UNDEFINED_CATEGORY	Undefined lipid class 36:0
DG(14:0_22:1)	5	Undefined lipid class 14:0_22:1	UNDEFINED_CATEGORY	Undefined lipid class 36:1
DG(14:0_22:2)	5	Undefined lipid class 14:0_22:2	UNDEFINED_CATEGORY	Undefined lipid class 36:2
DG(14:0_22:3)	5	Undefined lipid class 14:0_22:3	UNDEFINED_CATEGORY	Undefined lipid class 36:3
DG(14:0_22:4)	5	Undefined lipid class 14:0_22:4	UNDEFINED_CATEGORY	Undefined lipid class 36:4
DG(14:0_22:5)	5	Undefined lipid class 14:0_22:5	UNDEFINED_CATEGORY	Undefined lipid class 36:5
DG(14:0_22:6)	5	Undefined lipid class 14:0_22:6	UNDEFINED_CATEGORY	Undefined lipid class 36:6
DG(14:0_24:0)	5	Undefined lipid class 14:0_24:0	UNDEFINED_CATEGORY	Undefined lipid class 38:0
DG(14:0_24:1)	5	Undefined lipid class 14:0_24:1	UNDEFINED_CATEGORY	Undefined lipid class 38:1
DG(14:0_24:4)	5	Undefined lipid class 14:0_24:4	UNDEFINED_CATEGORY	Undefined lipid class 38:4
DG(14:0_24:5)	5	Undefined lipid class 14:0_24:5	UNDEFINED_CATEGORY	Undefined lipid class 38:5
DG(14:0_24:6)	5	Undefined lipid class 14:0_24:6	UNDEFINED_CATEGORY	Undefined lipid class 38:6
DG(14:0_26:0)	5	Undefined lipid class 14:0_26:0	UNDEFINED_CATEGORY	Undefined lipid class 40:0
DG(14:0_26:1)	5	Undefined lipid class 14:0_26:1	UNDEFINED_CATEGORY	Undefined lipid class 40:1
DG(14:0_28:0)	5	Undefined lipid class 14:0_28:0	UNDEFINED_CATEGORY	Undefined lipid class 42:0
DG(14:0_30:0)	5	Undefined lipid class 14:0_30:0	UNDEFINED_CATEGORY	Undefined lipid class 44:0
DG(14:1_14:1)	5	Undefined lipid class 14:1_14:1	UNDEFINED_CATEGORY	Undefined lipid class 28:2
DG(14:1_15:0)	5	Undefined lipid class 14:1_15:0	UNDEFINED_CATEGORY	Undefined lipid class 29:1
DG(14:1_16:0)	5	Undefined lipid class 14:1_16:0	UNDEFINED_CATEGORY	Undefined lipid class 30:1
DG(14:1_16:1)	5	Undefined lipid class 14:1_16:1	UNDEFINED_CATEGORY	Undefined lipid class 30:2
DG(14:1_16:2)	5	Undefined lipid class 14:1_16:2	UNDEFINED_CATEGORY	Undefined lipid class 30:3
DG(14:1_17:0)	5	Undefined lipid class 14:1_17:0	UNDEFINED_CATEGORY	Undefined lipid class 31:1
DG(14:1_18:0)	5	Undefined lipid class 14:1_18:0	UNDEFINED_CATEGORY	Undefined lipid class 32:1
DG(14:1_18:1)	5	Undefined lipid class 14:1_18:1	UNDEFINED_CATEGORY	Undefined lipid class 32:2
DG(14:1_18:2)	5	Undefined lipid class 14:1_18:2	UNDEFINED_CATEGORY	Undefined lipid class 32:3
DG(14:1_18:3)	5	Undefined lipid class 14:1_18:3	UNDEFINED_CATEGORY	Undefined lipid class 32:4
DG(14:1_18:4)	5	Undefined lipid class 14:1_18:4	UNDEFINED_CATEGORY	Undefined lipid class 32:5
DG(14:1_19:0)	5	Undefined lipid class 14:1_19:0	UNDEFINED_CATEGORY	Undefined lipid class 33:1
DG(14:1_20:0)	5	Undefined lipid class 14:1_20:0	UNDEFINED_CATEGORY	Undefined lipid class 34:1
DG(14:1_20:1)	5	Undefined lipid class 14:1_20:1	UNDEFINED_CATEGORY	Undefined lipid class 34:2
DG(14:1_20:2)	5	Undefined lipid class 14:1_20:2	UNDEFINED_CATEGORY	Undefined lipid class 34:3
DG(14:1_20:3)	5	Undefined lipid class 14:1_20:3	UNDEFINED_CATEGORY	Undefined lipid class 34:4
DG(14:1_20:4)	5	Undefined lipid class 14:1_20:4	UNDEFINED_CATEGORY	Undefined lipid class 34:5
DG(14:1_20:5)	5	Undefined lipid class 14:1_20:5	UNDEFINED_CATEGORY	Undefined lipid class 34:6
DG(14:1_21:0)	5	Undefined lipid class 14:1_21:0	UNDEFINED_CATEGORY	Undefined lipid class 35:1
DG(14:1_22:0)	5	Undefined lipid class 14:1_22:0	UNDEFINED_CATEGORY	Undefined lipid class 36:1
DG(14:1_22:1)	5	Undefined lipid class 14:1_22:1	UNDEFINED_CATEGORY	Undefined lipid class 36:2
DG(14:1_22:2)	5	Undefined lipid class 14:1_22:2	UNDEFINED_CATEGORY	Undefined lipid class 36:3
DG(14:1_22:3)	5	Undefined lipid class 14:1_22:3	UNDEFINED_CATEGORY	Undefined lipid class 36:4
DG(14:1_22:4)	5	Undefined lipid class 14:1_22:4	UNDEFINED_CATEGORY	Undefined lipid class 36:5
DG(14:1_22:5)	5	Undefined lipid class 14:1_22:5	UNDEFINED_CATEGORY	Undefined lipid class 36:6
DG(14:1_22:6)	5	Undefined lipid class 14:1_22:6	UNDEFINED_CATEGORY	Undefined lipid class 36:7
DG(14:1_24:0)	5	Undefined lipid class 14:1_24:0	UNDEFINED_CATEGORY	Undefined lipid class 38:1
DG(14:1_24:1)	5	Undefined lipid class 14:1_24:1	UNDEFINED_CATEGORY	Undefined lipid class 38:2
DG(14:1_24:4)	5	Undefined lipid class 14:1_24:4	UNDEFINED_CATEGORY	Undefined lipid class 38:5
DG(14:1_24:5)	5	Undefined lipid class 14:1_24:5	UNDEFINED_CATEGORY	Undefined lipid class 38:6
DG(14:1_24:6)	5	Undefined lipid class 14:1_24:6	UNDEFINED_CATEGORY	Undefined lipid class 38:7
DG(14:1_26:0)	5	Undefined lipid class 14:1_26:0	UNDEFINED_CATEGORY	Undefined lipid class 40:1
DG(14:1_26:1)	5	Undefined lipid class 14:1_26:1	UNDEFINED_CATEGORY	Undefined lipid class 40:2
DG(14:1_28:0)	5	Undefined lipid class 14:1_28:0	UNDEFINED_CATEGORY	Undefined lipid class 42:1
DG(14:1_30:0)	5	Undefined lipid class 14:1_30:0	UNDEFINED_CATEGORY	Undefined lipid class 44:1
DG(15:0_15:0)	5	Undefined lipid class 15:0_15:0	UNDEFINED_CATEGORY	Undefined lipid class 30:0
DG(15:0_16:0)	5	Undefined lipid class 15:0_16:0	UNDEFINED_CATEGORY	Undefined lipid class 31:0
DG(15:0_16:1)	5	Undefined lipid class 15:0_16:1	UNDEFINED_CATEGORY	Undefined lipid class 31:1
DG(15:0_16:2)	5	Undefined lipid class 15:0_16:2	UNDEFINED_CATEGORY	Undefined lipid class 31:2
DG(15:0_17:0)	5	Undefined lipid class 15:0_17:0	UNDEFINED_CATEGORY	Undefined lipid class 32:0
DG(15:0_18:0)	5	Undefined lipid class 15:0_18:0	UNDEFINED_CATEGORY	Undefined lipid class 33:0
DG(15:0_18:1)	5	Undefined lipid class 15:0_18:1	UNDEFINED_CATEGORY	Undefined lipid class 33:1
DG(15:0_18:2)	5	Undefined lipid class 15:0_18:2	UNDEFINED_CATEGORY	Undefined lipid class 33:2
DG(15:0_18:3)	5	Undefined lipid class 15:0_18:3	UNDEFINED_CATEGORY	Undefined lipid class 33:3
DG(15:0_18:4)	5	Undefined lipid class 15:0_18:4	UNDEFINED_CATEGORY	Undefined lipid class 33:4
DG(15:0_19:0)	5	Undefined lipid class 15:0_19:0	UNDEFINED_CATEGORY	Undefined lipid class 34:0
DG(15:0_20:0)	5	Undefined lipid class 15:0_20:0	UNDEFINED_CATEGORY	Undefined lipid class 35:0
DG(15:0_20:1)	5	Undefined lipid class 15:0_20:1	UNDEFINED_CATEGORY	Undefined lipid class 35:1
DG(15:0_20:2)	5	Undefined lipid class 15:0_20:2	UNDEFINED_CATEGORY	Undefined lipid class 35:2
DG(15:0_20:3)	5	Undefined lipid class 15:0_20:3	UNDEFINED_CATEGORY	Undefined lipid class 35:3
DG(15:0_20:4)	5	Undefined lipid class 15:0_20:4	UNDEFINED_CATEGORY	Undefined lipid class 35:4
DG(15:0_20:5)	5	Undefined lipid class 15:0_20:5	UNDEFINED_CATEGORY	Undefined lipid class 35:5
DG(15:0_21:0)	5	Undefined lipid class 15:0_21:0	UNDEFINED_CATEGORY	Undefined lipid class 36:0
DG(15:0_22:0)	5	Undefined lipid class 15:0_22:0	UNDEFINED_CATEGORY	Undefined lipid class 37:0
DG(15:0_22:1)	5	Undefined lipid class 15:0_22:1	UNDEFINED_CATEGORY	Undefined lipid class 37:1
DG(15:0_22:2)	5	Undefined lipid class 15:0_22:2	UNDEFINED_CATEGORY	Undefined lipid class 37:2
DG(15:0_22:3)	5	Undefined lipid class 15:0_22:3	UNDEFINED_CATEGORY	Undefined lipid class 37:3
DG(15:0_22:4)	5	Undefined lipid class 15:0_22:4	UNDEFINED_CATEGORY	Undefined lipid class 37:4
DG(15:0_22:5)	5	Undefined lipid class 15:0_22:5	UNDEFINED_CATEGORY	Undefined lipid class 37:5
DG(15:0_22:6)	5	Undefined lipid class 15:0_22:6	UNDEFINED_CATEGORY	Undefined lipid class 37:6
DG(15:0_24:0)	5	Undefined lipid class 15:0_24:0	UNDEFINED_CATEGORY	Undefined lipid class 39:0
DG(15:0_24:1)	5	Undefined lipid class 15:0_24:1	UNDEFINED_CATEGORY	Undefined lipid class 39:1
DG(15:0_24:4)	5	Undefined lipid class 15:0_24:4	UNDEFINED_CATEGORY	Undefined lipid class 39:4
DG(15:0_24:5)	5	Undefined lipid class 15:0_24:5	UNDEFINED_CATEGORY	Undefined lipid class 39:5
DG(15:0_24:6)	5	Undefined lipid class 15:0_24:6	UNDEFINED_CATEGORY	Undefined lipid class 39:6
DG(15:0_26:0)	5	Undefined lipid class 15:0_26:0	UNDEFINED_CATEGORY	Undefined lipid class 41:0
DG(15:0_26:1)	5	Undefined lipid class 15:0_26:1	UNDEFINED_CATEGORY	Undefined lipid class 41:1
DG(15:0_28:0)	5	Undefined lipid class 15:0_28:0	UNDEFINED_CATEGORY	Undefined lipid class 43:0
DG(15:0_30:0)	5	Undefined lipid class 15:0_30:0	UNDEFINED_CATEGORY	Undefined lipid class 45:0
DG(16:0_16:0)	5	Undefined lipid class 16:0_16:0	UNDEFINED_CATEGORY	Undefined lipid class 32:0
DG(16:0_16:1)	5	Undefined lipid class 16:0_16:1	UNDEFINED_CATEGORY	Undefined lipid class 32:1
DG(16:0_16:2)	5	Undefined lipid class 16:0_16:2	UNDEFINED_CATEGORY	Undefined lipid class 32:2
DG(16:0_17:0)	5	Undefined lipid class 16:0_17:0	UNDEFINED_CATEGORY	Undefined lipid class 33:0
DG(16:0_18:0)	5	Undefined lipid class 16:0_18:0	UNDEFINED_CATEGORY	Undefined lipid class 34:0
DG(16:0_18:1)	5	Undefined lipid class 16:0_18:1	UNDEFINED_CATEGORY	Undefined lipid class 34:1
DG(16:0_18:2)	5	Undefined lipid class 16:0_18:2	UNDEFINED_CATEGORY	Undefined lipid class 34:2
DG(16:0_18:3)	5	Undefined lipid class 16:0_18:3	UNDEFINED_CATEGORY	Undefined lipid class 34:3
DG(16:0_18:4)	5	Undefined lipid class 16:0_18:4	UNDEFINED_CATEGORY	Undefined lipid class 34:4
DG(16:0_19:0)	5	Undefined lipid class 16:0_19:0	UNDEFINED_CATEGORY	Undefined lipid class 35:0
DG(16:0_20:0)	5	Undefined lipid class 16:0_20:0	UNDEFINED_CATEGORY	Undefined lipid class 36:0
DG(16:0_20:1)	5	Undefined lipid class 16:0_20:1	UNDEFINED_CATEGORY	Undefined lipid class 36:1
DG(16:0_20:2)	5	Undefined lipid class 16:0_20:2	UNDEFINED_CATEGORY	Undefined lipid class 36:2
DG(16:0_20:3)	5	Undefined lipid class 16:0_20:3	UNDEFINED_CATEGORY	Undefined lipid class 36:3
DG(16:0_20:4)	5	Undefined lipid class 16:0_20:4	UNDEFINED_CATEGORY	Undefined lipid class 36:4
DG(16:0_20:5)	5	Undefined lipid class 16:0_20:5	UNDEFINED_CATEGORY	Undefined lipid class 36:5
DG(16:0_21:0)	5	Undefined lipid class 16:0_21:0	UNDEFINED_CATEGORY	Undefined lipid class 37:0
DG(16:0_22:0)	5	Undefined lipid class 16:0_22:0	UNDEFINED_CATEGORY	Undefined lipid class 38:0
DG(16:0_22:1)	5	Undefined lipid class 16:0_22:1	UNDEFINED_CATEGORY	Undefined lipid class 38:1
DG(16:0_22:2)	5	Undefined lipid class 16:0_22:2	UNDEFINED_CATEGORY	Undefined lipid class 38:2
DG(16:0_22:3)	5	Undefined lipid class 16:0_22:3	UNDEFINED_CATEGORY	Undefined lipid class 38:3
DG(16:0_22:4)	5	Undefined lipid class 16:0_22:4	UNDEFINED_CATEGORY	Undefined lipid class 38:4
DG(16:0_22:5)	5	Undefined lipid class 16:0_22:5	UNDEFINED_CATEGORY	Undefined lipid class 38:5
DG(16:0_22:6)	5	Undefined lipid class 16:0_22:6	UNDEFINED_CATEGORY	Undefined lipid class 38:6
DG(16:0_24:0)	5	Undefined lipid class 16:0_24:0	UNDEFINED_CATEGORY	Undefined lipid class 40:0
DG(16:0_24:1)	5	Undefined lipid class 16:0_24:1	UNDEFINED_CATEGORY	Undefined lipid class 40:1
DG(16:0_24:4)	5	Undefined lipid class 16:0_24:4	UNDEFINED_CATEGORY	Undefined lipid class 40:4
DG(16:0_24:5)	5	Undefined lipid class 16:0_24:5	UNDEFINED_CATEGORY	Undefined lipid class 40:5
DG(16:0_24:6)	5	Undefined lipid class 16:0_24:6	UNDEFINED_CATEGORY	Undefined lipid class 40:6
DG(16:0_26:0)	5	Undefined lipid class 16:0_26:0	UNDEFINED_CATEGORY	Undefined lipid class 42:0
DG(16:0_26:1)	5	Undefined lipid class 16:0_26:1	UNDEFINED_CATEGORY	Undefined lipid class 42:1
DG(16:0_28:0)	5	Undefined lipid class 16:0_28:0	UNDEFINED_CATEGORY	Undefined lipid class 44:0
DG(16:0_30:0)	5	Undefined lipid class 16:0_30:0	UNDEFINED_CATEGORY	Undefined lipid class 46:0
DG(16:1_16:1)	5	Undefined lipid class 16:1_16:1	UNDEFINED_CATEGORY	Undefined lipid class 32:2
DG(16:1_16:2)	5	Undefined lipid class 16:1_16:2	UNDEFINED_CATEGORY	Undefined lipid class 32:3
DG(16:1_17:0)	5	Undefined lipid class 16:1_17:0	UNDEFINED_CATEGORY	Undefined lipid class 33:1
DG(16:1_18:0)	5	Undefined lipid class 16:1_18:0	UNDEFINED_CATEGORY	Undefined lipid class 34:1
DG(16:1_18:1)	5	Undefined lipid class 16:1_18:1	UNDEFINED_CATEGORY	Undefined lipid class 34:2
DG(16:1_18:2)	5	Undefined lipid class 16:1_18:2	UNDEFINED_CATEGORY	Undefined lipid class 34:3
DG(16:1_18:3)	5	Undefined lipid class 16:1_18:3	UNDEFINED_CATEGORY	Undefined lipid class 34:4
DG(16:1_18:4)	5	Undefined lipid class 16:1_18:4	UNDEFINED_CATEGORY	Undefined lipid class 34:5
DG(16:1_19:0)	5	Undefined lipid class 16:1_19:0	UNDEFINED_CATEGORY	Undefined lipid class 35:1
DG(16:1_20:0)	5	Undefined lipid class 16:1_20:0	UNDEFINED_CATEGORY	Undefined lipid class 36:1
DG(16:1_20:1)	5	Undefined lipid class 16:1_20:1	UNDEFINED_CATEGORY	Undefined lipid class 36:2
DG(16:1_20:2)	5	Undefined lipid class 16:1_20:2	UNDEFINED_CATEGORY	Undefined lipid class 36:3
DG(16:1_20:3)	5	Undefined lipid class 16:1_20:3	UNDEFINED_CATEGORY	Undefined lipid class 36:4
DG(16:1_20:4)	5	Undefined lipid class 16:1_20:4	UNDEFINED_CATEGORY	Undefined lipid class 36:5
DG(16:1_20:5)	5	Undefined lipid class 16:1_20:5	UNDEFINED_CATEGORY	Undefined lipid class 36:6
DG(16:1_21:0)	5	Undefined lipid class 16:1_21:0	UNDEFINED_CATEGORY	Undefined lipid class 37:1
DG(16:1_22:0)	5	Undefined lipid class 16:1_22:0	UNDEFINED_CATEGORY	Undefined lipid class 38:1
DG(16:1_22:1)	5	Undefined lipid class 16:1_22:1	UNDEFINED_CATEGORY	Undefined lipid class 38:2
DG(16:1_22:2)	5	Undefined lipid class 16:1_22:2	UNDEFINED_CATEGORY	Undefined lipid class 38:3
DG(16:1_22:3)	5	Undefined lipid class 16:1_22:3	UNDEFINED_CATEGORY	Undefined lipid class 38:4
DG(16:1_22:4)	5	Undefined lipid class 16:1_22:4	UNDEFINED_CATEGORY	Undefined lipid class 38:5
DG(16:1_22:5)	5	Undefined lipid class 16:1_22:5	UNDEFINED_CATEGORY	Undefined lipid class 38:6
